 German;English
 Früher war alles anders. ;   Back in the day, everything was different. 
 ganz ; (quite / completely)  Degree (Grad)  Answers "how much?" – can mean fully or moderately depending on context 
 Ich bin ganz deiner Meinung.  ;  I completely agree with you. 
 gar ; (at all)  Degree (Grad)  Answers "how much?" – emphasizes negation or surprise 
 Das ist gar nicht wahr. ;   That is not at all true. 
 gelegentlich ; (occasionally)  Time (Temporal – Frequency)  Answers "how often?" – from time to time 
 Ich gehe gelegentlich ins Kino. ;   I go to the cinema occasionally. 
 genau ; (exactly)  Manner (Modal)  Answers "how?" – with precision 
 Das weiß ich nicht genau.  ;  I don't know that exactly. 
 genug  ;(enough)  Degree (Grad)  Answers "how much?" – sufficient amount 
 Ich habe genug gegessen.  ;  I have eaten enough. 
 gerade ; (right now / just now)  Time (Temporal)  Answers "when?" – at this exact moment 
 Ich bin gerade gekommen. ;   I just came. 
 gern(e) ; (gladly / with pleasure)  Manner (Modal)  Answers "how?" – expresses willingness or enjoyment 
 Ich spiele gern Fußball. ;   I like playing soccer. 
 gestern ; (yesterday)  Time (Temporal)  Answers "when?" – refers to the day before today 
 Gestern hat es geregnet.  ;  It rained yesterday. 
 gleich ; (in a minute / right away)  Time (Temporal)  Answers "when?" – very soon 
 Ich komme gleich.  ;  I'm coming right away. 
 häufig ; (frequently)  Time (Temporal – Frequency)  Answers "how often?" – many times, often 
 Das kommt häufig vor.  ;  That happens frequently. 
 heute ; (today)  Time (Temporal)  Answers "when?" – refers to the present day 
 Heute gehe ich ins Kino.  ;  I am going to the cinema today. 
 hier ; (here)  Place (Lokal)  Answers "where?" – at this location 
 Ich wohne hier. ;   I live here. 
 hinten ; (in the back)  Place (Lokal)  Answers "where?" – at the rear 
 Ganz hinten ist noch ein Platz. ;   In the very back there is a seat. 
 hingegen  ;(whereas / however)  Logical Connector (Conjunctive)  Indicates contrast 
 Er ist arm, ich hingegen bin reich. ;   He is poor, whereas I am rich. 
 hoffentlich ; (hopefully)  Manner (Modal – Attitude)  Answers "how?" – expresses hope 
 Hoffentlich wird das Wetter besser.  ;  Hopefully the weather will get better. 
 immer  ;(always)  Time (Temporal – Frequency)  Answers "how often?" – at all times 
 Er ist immer pünktlich. ;   He is always punctual. 
 irgendwann ; (sometime)  Time (Temporal)  Answers "when?" – at an unspecified future time 
 Irgendwann treffen wir uns. ;   Sometime we will meet. 
 irgendwie ; (somehow)  Manner (Modal)  Answers "how?" – in some unspecified way 
 Irgendwie ist das komisch. ;   Somehow that is strange. 
 irgendwo ; (somewhere)  Place (Lokal)  Answers "where?" – in an unspecified location 
 Lass uns irgendwo hinfahren.  ;  Let's drive somewhere. 
 jährlich ; (yearly)  Time (Temporal – Frequency)  Answers "how often?" – once a year 
 Die Messe findet jährlich statt. ;   The fair takes place yearly. 
 jedoch  ;(however)  Logical Connector (Conjunctive)  Indicates contrast 
 Es war kalt, jedoch sonnig.  ;  It was cold, however sunny. 
 jetzt / nun  ;(now)  Time (Temporal)  Answers "when?" – refers to the present moment 
 Jetzt verstehe ich.   ; Now I understand. 
 kontinuierlich ; (continuously)  Time (Temporal – Frequency)  Answers "how often?" – without interruption 
 Er arbeitet kontinuierlich.  ;  He works continuously. 
 kürzlich  ;(recently)  Time (Temporal)  Answers "when?" – not long ago 
 Ich habe ihn kürzlich gesehen. ;   I saw him recently. 
 langsam ; (slowly)  Manner (Modal)  Answers "how?" – describes low speed 
 Bitte sprich langsamer. ;   Please speak more slowly. 
 laut  ;(loudly)  Manner (Modal)  Answers "how?" – describes high volume 
 Sie lachte laut.  ;  She laughed loudly. 
 leider ; (unfortunately)  Manner (Modal – Attitude)  Answers "how?" – expresses regret 
 Leider habe ich keine Zeit. ;   Unfortunately I have no time. 
 leise ; (quietly)  Manner (Modal)  Answers "how?" – describes low volume 
 Bitte sei leise.  ;  Please be quiet. 
 links ; (left)  Place (Lokal – Direction)  Answers "where?" – indicates left side 
 Gehen Sie links.  ;  Go left. 
 manchmal ; (sometimes)  Time (Temporal – Frequency)  Answers "how often?" – occasionally 
 Manchmal bin ich müde. ;   Sometimes I am tired. 
 mehrmals ; (repeatedly / several times)  Time (Temporal – Frequency)  Answers "how often?" – on multiple occasions 
 Ich habe mehrmals angerufen. ;   I called several times. 
 monatlich ; (monthly)  Time (Temporal – Frequency)  Answers "how often?" – once a month 
 Die Miete wird monatlich bezahlt.  ;  The rent is paid monthly. 
 morgen ; (tomorrow)  Time (Temporal)  Answers "when?" – refers to the day after today 
 Morgen fahre ich nach Berlin. ;   Tomorrow I am driving to Berlin. 
 natürlich  ;(naturally / of course)  Manner (Modal)  Answers "how?" – as expected, obviously 
 Natürlich helfe ich dir. ;   Of course I will help you. 
 neulich ; (the other day)  Time (Temporal)  Answers "when?" – recently, on a recent day 
 Neulich traf ich ihn. ;   The other day I met him. 
 nie / niemals ; (never)  Time (Temporal – Frequency)  Answers "how often?" – not at any time 
 Das mache ich nie wieder. ;   I will never do that again. 
 nirgendwo / nirgends ; (nowhere)  Place (Lokal)  Answers "where?" – in no place 
 Ich kann meine Schlüssel nirgendwo finden.  ;  I can find my keys nowhere. 
 normalerweise ; (normally)  Manner (Modal)  Answers "how?" – in normal circumstances 
 Normalerweise stehe ich früh auf. ;   Normally I get up early. 
 oben ; (above / upstairs)  Place (Lokal)  Answers "where?" – at a higher position 
 Siehe oben.  ;  See above. 
 oft  ;(often)  Time (Temporal – Frequency)  Answers "how often?" – many times 
 Wir gehen oft spazieren.  ;  We often go for a walk. 
 plötzlich ; (suddenly)  Manner (Modal)  Answers "how?" – happening without warning 
 Plötzlich wurde es dunkel.  ;  Suddenly it became dark. 
 rechts ; (right)  Place (Lokal – Direction)  Answers "where?" – indicates right side 
 Biegen Sie rechts ab.  ;  Turn right. 
 regelmäßig  ;(regularly)  Time (Temporal – Frequency)  Answers "how often?" – at regular intervals 
 Ich gehe regelmäßig ins Fitnessstudio.  ;  I go to the gym regularly. 
 schließlich ; (finally)  Time (Temporal)  Answers "when?" – after a process or sequence 
 Schließlich kamen sie an.  ;  Finally they arrived. 
 schnell ; (fast / quickly)  Manner (Modal)  Answers "how?" – describes speed 
 Das Auto fährt schnell.  ;  The car drives fast. 
 schon;  (already)  Time (Temporal)  Answers "when?" – earlier than expected 
 Ich bin schon da.   ; I am already there. 
 schon wieder ; (yet again)  Time (Temporal – Frequency)  Answers "how often?" – expressing annoyance at repetition 
 Schon wieder hast du es vergessen.   ; You forgot it yet again. 
 sehr  ;(very)  Degree (Grad)  Answers "how much?" – intensifies an adjective or adverb 
 Ich bin sehr müde.   ; I am very tired. 
 selten  ;(rarely)  Time (Temporal – Frequency)  Answers "how often?" – not often, infrequently 
 Er kommt selten zu spät. ;   He is rarely late. 
 sofort ; (immediately)  Time (Temporal)  Answers "when?" – without any delay 
 Komm sofort her!  ;  Come here immediately! 
 sonst ; (otherwise)  Logical Connector (Conjunctive)  Expresses a consequence if something does not happen 
 Beeil dich, sonst verpasst du den Bus. ;   Hurry up, otherwise you will miss the bus. 
 später  ;(later)  Time (Temporal)  Answers "when?" – after the present time 
 Wir essen später.  ;  We will eat later. 
 ständig ; (constantly / permanently)  Time (Temporal – Frequency)  Answers "how often?" – all the time 
 Sie denkt ständig daran.  ;  She constantly thinks about it. 
 stets ; (always)  Time (Temporal – Frequency)  Answers "how often?" – at all times (formal) 
 Er ist stets hilfsbereit. ;   He is always helpful. 
 stündlich ; (hourly)  Time (Temporal – Frequency)  Answers "how often?" – every hour 
 Der Bus fährt stündlich. ;   The bus runs hourly. 
 täglich ; (daily)  Time (Temporal – Frequency)  Answers "how often?" – every day 
 Ich lese täglich die Nachrichten.  ;  I read the news daily. 
 total ; (totally)  Degree (Grad)  Answers "how much?" – completely, entirely 
 Das ist total falsch.   ; That is totally wrong. 
 trotzdem ; (nevertheless)  Logical Connector (Conjunctive)  Connects two clauses with a concession or contrast 
 Es regnete, trotzdem gingen wir spazieren.  ;  It rained, nevertheless we went for a walk. 
 überall ; (everywhere)  Place (Lokal)  Answers "where?" – in all places 
 Ich habe überall gesucht. ;   I searched everywhere. 
 überhaupt ; (at all / generally)  Degree (Grad)  Answers "how much?" – emphasizes negation or generality 
 Das stimmt überhaupt nicht.  ;  That is not at all true. 
 unregelmäßig ;  (irregularly)  Time (Temporal – Frequency)  Answers "how often?" – not at regular intervals 
 Er erscheint unregelmäßig.  ;  He appears irregularly. 
 unten ; (below / downstairs)  Place (Lokal)  Answers "where?" – at a lower position 
 Unten ist es kalt.  ;  Downstairs it is cold. 
 unterwegs ; (on the way)  Place (Lokal)  Answers "where?" – during travel or transit 
 Ich bin unterwegs. ;   I am on the way. 
 vielleicht  ;(maybe / perhaps)  Manner (Modal – Probability)  Answers "how likely?" – expresses possibility 
 Vielleicht kommt er morgen.   ; Maybe he will come tomorrow. 
 völlig ; (completely)  Degree (Grad)  Answers "how much?" – entirely, wholly 
 Das ist völlig richtig.  ;  That is completely correct. 
 vorne ; (in front)  Place (Lokal)  Answers "where?" – at the front position 
 Setz dich vorne hin.  ;  Sit in the front. 
 wahrscheinlich  ;(probably)  Manner (Modal – Probability)  Answers "how likely?" – expresses high probability 
 Er wird wahrscheinlich kommen.  ;  He will probably come. 
 wieder ; (again)  Time (Temporal – Frequency)  Answers "how often?" – one more time 
 Komm bitte wieder.  ;  Please come again. 
 wirklich ; (really)  Degree (Grad)  Answers "how much?" – emphasizes truth or intensity 
 Das ist wirklich schön.  ;  That is really beautiful. 
 wöchentlich ; (weekly)  Time (Temporal – Frequency)  Answers "how often?" – once a week 
 Wir treffen uns wöchentlich.  ;  We meet weekly. 
 ziemlich ; (quite / fairly)  Degree (Grad)  Answers "how much?" – moderate intensity 
 Das ist ziemlich teuer. ;   That is quite expensive. 
 zudem  ;(moreover)  Logical Connector (Conjunctive)  Adds another piece of information (formal) 
 Er ist intelligent, zudem sehr fleißig. ;   He is intelligent, moreover very hardworking. 
 zuerst  ;(first)  Time (Temporal)  Answers "when?" – at the beginning 
 Zuerst war ich skeptisch.  ;  First I was skeptical. 
 zukünftig ; (in the future)  Time (Temporal)  Answers "when?" – from now on 
 Das wird zukünftig besser. ;   That will be better in the future. 
 zuletzt ; (in the end / lastly)  Time (Temporal)  Answers "when?" – at the end 
 Zuletzt lachten wir.  ;  Lastly, we laughed. 
 zurück  ;(back)  Place (Lokal)  Answers "where?" – returning to a previous location 
 Komm zurück!   ; Come back! 
 zusammen  ;(together)  Manner (Modal)  Answers "how?" – in a group or jointly 
 Wir gehen zusammen nach Hause.  ;  We are going home together. 
